temp_GL_land_ocean,temp_NH_land_ocean,temp_SH_land_ocean,temp_GL_station,temp_NH_station,temp_SH_station,DATE
-7,2,-18,6,1,8,1938-05
-17,-9,-26,-14,-3,-22,1938-06
-8,-2,-17,-1,10,-7,1938-07
-4,10,-20,-11,28,-39,1938-08
3,20,-16,7,35,-18,1938-09
11,26,-7,27,46,4,1938-10
2,26,-25,9,38,-21,1938-11
-26,-29,-24,-14,-19,-12,1938-12
-12,-2,-25,-5,13,-22,1939-01
-12,-5,-21,-20,5,-44,1939-02
-20,-27,-14,-39,-29,-48,1939-03
-12,-7,-18,-19,3,-39,1939-04
-7,-3,-11,-4,-2,-5,1939-05
-8,-2,-14,-13,1,-25,1939-06
-5,3,-13,-16,10,-35,1939-07
-4,7,-14,-28,11,-54,1939-08
0,13,-13,-17,15,-43,1939-09
-3,7,-14,-12,0,-28,1939-10
6,21,-11,-20,21,-47,1939-11
40,80,0,30,99,-25,1939-12
-15,-25,-5,-24,-35,-14,1940-01
6,20,-7,1,26,-18,1940-02
12,15,10,7,17,-2,1940-03
16,29,4,-1,41,-35,1940-04
6,10,3,3,13,-8,1940-05
5,7,4,14,8,17,1940-06
11,13,8,18,9,21,1940-07
1,1,3,6,-5,15,1940-08
12,19,8,18,16,19,1940-09
8,20,-3,3,15,-7,1940-10
13,28,0,3,23,-10,1940-11
19,25,15,20,26,18,1940-12
13,19,8,0,11,-10,1941-01
23,45,3,16,50,-8,1941-02
6,4,9,-15,-2,-21,1941-03
11,11,13,-3,8,-7,1941-04
10,15,9,6,9,8,1941-05
4,14,-2,10,13,6,1941-06
15,19,14,23,16,23,1941-07
14,12,17,1,4,-5,1941-08
2,5,1,-23,-10,-30,1941-09
25,37,14,6,27,-11,1941-10
12,11,15,-8,-9,-5,1941-11
14,10,19,0,-11,11,1941-12
26,34,19,17,22,17,1942-01
4,-5,15,-7,-24,8,1942-02
13,13,14,-5,5,-6,1942-03
14,14,15,-5,4,-9,1942-04
14,14,14,-2,9,-7,1942-05
11,13,9,4,13,-1,1942-06
2,3,0,1,4,-5,1942-07
-3,-5,1,6,-15,25,1942-08
0,12,-11,3,9,1,1942-09
6,29,-17,-3,28,-30,1942-10
13,29,-4,8,18,-4,1942-11
12,21,0,1,3,-7,1942-12
-1,-11,9,-24,-35,-11,1943-01
22,38,4,1,28,-23,1943-02
1,3,-1,-20,-17,-24,1943-03
13,31,-6,-3,16,-21,1943-04
10,22,-3,-14,20,-44,1943-05
-1,-4,2,-15,-11,-25,1943-06
14,5,23,5,0,6,1943-07
3,13,-6,-21,6,-40,1943-08
11,16,6,2,8,-5,1943-09
30,47,11,24,38,13,1943-10
25,39,11,4,24,-13,1943-11
29,43,13,17,41,-6,1943-12
41,65,16,29,71,-3,1944-01
31,47,15,10,40,-14,1944-02
34,34,33,6,14,-3,1944-03
27,18,35,-10,-1,-20,1944-04
27,22,30,-9,13,-29,1944-05
23,17,30,-10,6,-21,1944-06
23,12,35,1,0,0,1944-07
23,13,36,3,7,2,1944-08
32,37,28,21,30,16,1944-09
27,43,12,17,35,1,1944-10
12,19,6,-3,6,-14,1944-11
5,-1,12,-23,-34,-12,1944-12
13,10,18,-2,-11,3,1945-01
2,-10,15,-18,-31,-7,1945-02
11,9,13,-5,10,-17,1945-03
24,23,25,9,28,-6,1945-04
10,5,16,-29,-20,-40,1945-05
3,6,1,-34,-6,-59,1945-06
7,2,14,-26,-13,-37,1945-07
26,27,26,16,19,19,1945-08
22,18,28,3,13,-3,1945-09
22,27,19,2,14,-3,1945-10
10,13,10,-9,1,-18,1945-11
-10,-23,6,-38,-53,-26,1945-12
15,34,-3,-1,31,-30,1946-01
6,21,-8,-8,24,-36,1946-02
0,9,-8,-19,9,-46,1946-03
11,34,-12,1,36,-32,1946-04
-3,6,-11,-2,-1,-8,1946-05
-16,0,-34,-21,-1,-41,1946-06
-9,-1,-17,1,0,-2,1946-07
-8,0,-18,-7,-5,-7,1946-08
-2,1,-6,-2,3,-10,1946-09
-5,5,-16,-17,0,-31,1946-10
-2,13,-16,-10,18,-33,1946-11
-29,-39,-17,-32,-41,-23,1946-12
-12,-15,-9,-15,-20,-2,1947-01
-8,-5,-10,1,-7,9,1947-02
5,27,-18,17,39,-4,1947-03
4,20,-11,11,38,-13,1947-04
-6,-3,-9,-2,2,-5,1947-05
0,-4,4,1,-8,9,1947-06
-5,-5,-6,-4,2,-7,1947-07
-8,-5,-11,0,3,-1,1947-08
-14,-4,-24,0,11,-11,1947-09
6,40,-29,23,65,-19,1947-10
-1,12,-14,22,36,6,1947-11
-18,-14,-22,-18,-1,-33,1947-12
5,30,-21,17,55,-16,1948-01
-13,-11,-15,-18,-6,-29,1948-02
-23,-28,-18,-30,-17,-40,1948-03
-9,1,-19,-13,10,-33,1948-04
8,26,-9,3,23,-14,1948-05
-5,2,-11,4,10,-2,1948-06
-13,-1,-23,-17,-1,-28,1948-07
-10,5,-24,-20,1,-36,1948-08
-10,-1,-19,0,10,-11,1948-09
-6,3,-17,-3,12,-15,1948-10
-8,11,-27,-18,19,-48,1948-11
-23,-34,-11,-20,-28,-15,1948-12
9,29,-11,2,28,-15,1949-01
-16,-15,-18,-36,-24,-42,1949-02
-1,3,-4,-8,9,-17,1949-03
-7,-1,-13,-25,-4,-41,1949-04
-8,2,-19,-14,0,-27,1949-05
-22,-16,-28,-17,-16,-20,1949-06
-13,-12,-15,-10,-17,-4,1949-07
-7,0,-15,-12,-1,-20,1949-08
-8,-4,-13,-6,-1,-11,1949-09
-2,11,-15,1,15,-11,1949-10
-8,4,-20,-5,14,-21,1949-11
-19,-21,-17,-18,-22,-15,1949-12
-30,-43,-17,-31,-37,-27,1950-01
-26,-31,-21,-32,-35,-28,1950-02
-6,8,-22,-7,13,-27,1950-03
-21,-21,-22,-24,-24,-25,1950-04
-12,-2,-23,-23,-5,-40,1950-05
-6,-5,-9,-10,-9,-12,1950-06
-9,-20,1,-14,-26,-5,1950-07
-17,-23,-13,-35,-24,-39,1950-08
-10,-10,-12,-19,-14,-25,1950-09
-20,-8,-32,-23,-9,-37,1950-10
-35,-38,-32,-42,-42,-41,1950-11
-20,-8,-34,-19,-12,-28,1950-12
-35,-35,-35,-38,-39,-40,1951-01
-43,-52,-35,-47,-54,-43,1951-02
-18,-15,-22,-15,-29,-4,1951-03
-10,8,-29,-4,14,-23,1951-04
-2,17,-20,5,13,-4,1951-05
-5,0,-9,-5,-9,-5,1951-06
0,9,-8,-5,2,-13,1951-07
5,23,-12,9,26,-6,1951-08
8,31,-14,7,33,-15,1951-09
6,26,-11,-1,23,-20,1951-10
0,12,-10,-3,11,-13,1951-11
15,34,-4,13,38,-7,1951-12
16,19,14,8,18,3,1952-01
13,16,10,10,18,6,1952-02
-9,-25,8,-19,-31,-3,1952-03
2,15,-11,-8,15,-23,1952-04
-4,15,-22,-12,14,-30,1952-05
-4,16,-24,-10,13,-31,1952-06
5,15,-4,4,19,-8,1952-07
7,6,8,9,5,12,1952-08
8,15,0,13,14,13,1952-09
-3,-3,-4,-3,-3,-1,1952-10
-17,-24,-10,-21,-23,-20,1952-11
-1,2,-4,-4,4,-10,1952-12
9,26,-8,9,34,-14,1953-01
16,36,-4,5,37,-23,1953-02
11,25,-3,14,31,0,1953-03
20,43,-2,10,51,-22,1953-04
9,22,-4,-4,22,-26,1953-05
8,21,-4,1,25,-19,1953-06
3,18,-13,-5,25,-31,1953-07
8,16,1,10,14,5,1953-08
6,16,-4,7,14,1,1953-09
5,24,-13,5,26,-12,1953-10
-5,3,-12,0,6,-3,1953-11
4,18,-10,14,26,3,1953-12
-28,-30,-25,-32,-44,-20,1954-01
-10,-5,-14,-9,-5,-12,1954-02
-12,-16,-7,-11,-22,-2,1954-03
-18,-8,-28,-15,-4,-24,1954-04
-19,-13,-26,-19,-16,-23,1954-05
-15,-4,-27,-21,-6,-35,1954-06
-16,-10,-24,-27,-18,-33,1954-07
-12,1,-26,-17,-2,-28,1954-08
-7,10,-23,-17,14,-40,1954-09
-1,9,-13,0,13,-10,1954-10
8,30,-16,16,41,-10,1954-11
-18,-17,-20,-13,-12,-14,1954-12
11,42,-21,22,51,-8,1955-01
-21,-15,-28,-11,-9,-14,1955-02
-36,-45,-27,-39,-52,-29,1955-03
-23,-22,-26,-19,-24,-18,1955-04
-20,-13,-29,-18,-15,-22,1955-05
-7,-5,-12,-19,-9,-27,1955-06
-9,-4,-15,-17,-11,-24,1955-07
4,6,0,10,1,14,1955-08
-12,0,-25,-11,-3,-17,1955-09
-5,12,-23,1,6,-7,1955-10
-28,-35,-22,-25,-45,-9,1955-11
-32,-33,-33,-31,-36,-28,1955-12
-16,-11,-23,-24,-18,-31,1956-01
-25,-35,-15,-32,-50,-19,1956-02
-23,-26,-19,-33,-39,-30,1956-03
-26,-24,-29,-25,-34,-19,1956-04
-28,-30,-27,-30,-36,-25,1956-05
-15,-19,-11,-10,-25,2,1956-06
-11,-20,-4,-12,-32,5,1956-07
-25,-26,-25,-32,-38,-26,1956-08
-21,-34,-10,-15,-37,4,1956-09
-24,-30,-19,-25,-37,-13,1956-10
-17,-30,-5,-24,-46,-7,1956-11
-10,-16,-5,-20,-29,-12,1956-12
-13,-17,-10,-15,-24,-7,1957-01
-5,-7,-4,-5,-10,2,1957-02
-5,-12,1,-8,-19,3,1957-03
-3,-10,3,0,-14,13,1957-04
8,-6,22,-1,-20,17,1957-05
16,12,21,14,8,20,1957-06
1,10,-7,-12,5,-28,1957-07
14,17,12,13,10,16,1957-08
6,14,-1,10,9,10,1957-09
1,7,-4,1,-2,4,1957-10
7,13,3,13,15,10,1957-11
16,27,6,20,23,16,1957-12
40,71,8,42,72,14,1958-01
24,33,16,24,34,19,1958-02
10,19,1,19,18,19,1958-03
1,5,-1,8,8,8,1958-04
8,14,4,11,16,6,1958-05
-5,3,-12,-18,-2,-31,1958-06
6,5,7,8,-1,16,1958-07
-6,14,-25,-10,12,-30,1958-08
-2,7,-11,-7,10,-23,1958-09
4,8,-1,9,6,11,1958-10
3,6,-1,8,1,14,1958-11
1,19,-16,-7,18,-31,1958-12
6,25,-12,4,24,-15,1959-01
10,17,2,9,18,2,1959-02
19,32,7,24,32,18,1959-03
17,20,13,19,23,15,1959-04
6,2,10,0,3,-3,1959-05
2,12,-7,8,14,4,1959-06
6,4,9,10,3,17,1959-07
-1,6,-8,0,9,-6,1959-08
-6,11,-22,-13,10,-33,1959-09
-8,-6,-10,-10,-4,-15,1959-10
-9,0,-17,-8,3,-18,1959-11
-3,7,-11,9,15,4,1959-12
-1,14,-16,8,28,-11,1960-01
15,45,-17,27,61,-5,1960-02
-36,-42,-28,-46,-48,-45,1960-03
-16,-13,-19,-20,-19,-22,1960-04
-8,4,-19,-14,8,-35,1960-05
1,18,-16,-1,27,-28,1960-06
-2,9,-12,-11,9,-30,1960-07
0,10,-10,7,13,1,1960-08
5,13,-3,8,14,3,1960-09
7,6,8,12,5,18,1960-10
-11,-8,-14,-10,-8,-13,1960-11
18,38,-3,17,42,-5,1960-12
7,16,-3,9,22,-2,1961-01
18,28,8,23,38,9,1961-02
9,20,-2,3,20,-13,1961-03
15,13,16,13,15,11,1961-04
13,5,20,17,5,28,1961-05
12,18,6,12,21,3,1961-06
-3,6,-12,0,4,-3,1961-07
2,6,-3,7,9,6,1961-08
5,-7,16,15,1,30,1961-09
0,-5,4,9,-6,23,1961-10
3,7,-2,8,7,10,1961-11
-15,-16,-13,-14,-21,-7,1961-12
7,30,-16,7,31,-12,1962-01
14,37,-9,16,42,-8,1962-02
12,32,-8,10,30,-7,1962-03
5,21,-12,5,28,-14,1962-04
-6,6,-18,-12,4,-27,1962-05
6,-9,20,5,-20,27,1962-06
-2,13,-17,-13,6,-32,1962-07
-2,7,-11,-8,3,-19,1962-08
-1,-1,0,0,-9,9,1962-09
-3,13,-17,1,15,-12,1962-10
6,15,-2,9,16,2,1962-11
-1,13,-15,0,12,-11,1962-12
-3,9,-15,-2,12,-16,1963-01
19,51,-13,23,54,-6,1963-02
-13,-13,-14,-23,-16,-29,1963-03
-5,5,-15,-19,-4,-32,1963-04
-9,-3,-15,-14,-4,-22,1963-05
3,-2,8,3,-10,14,1963-06
8,13,4,6,5,6,1963-07
25,17,32,19,9,26,1963-08
20,14,25,22,13,29,1963-09
15,41,-9,9,46,-23,1963-10
15,45,-14,5,42,-29,1963-11
0,7,-6,-5,0,-9,1963-12
-6,-3,-8,-7,-4,-9,1964-01
-12,-9,-15,-17,-14,-17,1964-02
-22,-34,-10,-28,-44,-15,1964-03
-30,-30,-30,-36,-30,-42,1964-04
-25,-10,-40,-33,-10,-55,1964-05
-7,-8,-6,-14,-14,-14,1964-06
-7,-12,-3,-8,-18,1,1964-07
-21,-22,-19,-29,-28,-30,1964-08
-28,-28,-28,-37,-28,-44,1964-09
-30,-31,-29,-34,-31,-37,1964-10
-21,-21,-21,-21,-22,-21,1964-11
-30,-27,-32,-34,-33,-36,1964-12
-9,-1,-16,-6,1,-12,1965-01
-17,-38,3,-18,-44,6,1965-02
-11,-4,-18,-12,2,-24,1965-03
-20,-26,-13,-29,-33,-25,1965-04
-14,-9,-18,-16,-14,-18,1965-05
-8,-20,4,-16,-29,-4,1965-06
-12,-17,-8,-26,-27,-27,1965-07
-1,-19,17,-9,-25,7,1965-08
-14,-18,-9,-26,-29,-24,1965-09
-4,-3,-5,-9,-10,-9,1965-10
-6,5,-16,-13,-4,-22,1965-11
-5,-4,-6,-19,-20,-17,1965-12
-16,-21,-11,-22,-26,-20,1966-01
0,9,-10,-4,11,-18,1966-02
4,0,8,13,-4,28,1966-03
-13,-22,-4,-9,-30,8,1966-04
-10,0,-20,-10,-9,-12,1966-05
1,6,-2,-4,1,-8,1966-06
8,12,5,11,7,13,1966-07
-10,16,-36,-10,19,-37,1966-08
-1,10,-13,-3,9,-13,1966-09
-15,-7,-22,-26,-19,-34,1966-10
-2,2,-6,-5,-4,-8,1966-11
-6,-7,-5,-9,-9,-9,1966-12
-6,-14,2,-8,-20,4,1967-01
-20,-37,-2,-26,-49,-6,1967-02
3,21,-15,0,16,-14,1967-03
-5,6,-16,-9,-8,-10,1967-04
14,23,4,17,22,12,1967-05
-8,-4,-13,-13,-10,-16,1967-06
1,5,-5,5,8,1,1967-07
2,6,-2,2,5,-1,1967-08
-4,-2,-7,-1,-8,5,1967-09
7,30,-17,11,33,-8,1967-10
-6,1,-15,1,7,-5,1967-11
-2,5,-10,0,5,-4,1967-12
-23,-29,-18,-21,-30,-13,1968-01
-15,-18,-12,-17,-30,-4,1968-02
21,47,-7,32,60,6,1968-03
-5,1,-12,-9,-2,-15,1968-04
-10,-4,-17,-18,-13,-25,1968-05
-6,-3,-10,-12,-15,-10,1968-06
-11,-8,-14,-13,-16,-12,1968-07
-11,-8,-13,-8,-17,-1,1968-08
-19,-4,-31,-27,-9,-44,1968-09
12,3,20,6,-2,12,1968-10
-4,-17,8,-8,-24,6,1968-11
-14,-28,2,-21,-34,-10,1968-12
-11,-42,21,-16,-53,17,1969-01
-14,-42,15,-26,-59,3,1969-02
0,-16,17,-10,-24,2,1969-03
19,5,33,11,-2,24,1969-04
20,12,28,16,15,16,1969-05
5,-5,16,4,-7,13,1969-06
-1,7,-9,-2,10,-13,1969-07
3,4,3,-9,1,-18,1969-08
10,6,15,1,-1,1,1969-09
11,4,18,8,6,10,1969-10
11,17,7,9,15,4,1969-11
27,36,17,33,45,21,1969-12
9,-2,22,4,-10,17,1970-01
22,31,13,27,43,11,1970-02
7,-7,22,10,-4,22,1970-03
9,0,19,12,2,19,1970-04
-5,-3,-6,-5,3,-13,1970-05
-3,-1,-5,11,10,13,1970-06
-4,-4,-4,9,4,13,1970-07
-11,-7,-14,-8,-1,-13,1970-08
11,-4,25,15,-2,31,1970-09
4,-16,24,11,-13,32,1970-10
1,2,0,4,11,-3,1970-11
-13,-30,3,-10,-28,4,1970-12
-2,-13,8,-1,-17,13,1971-01
-20,-28,-12,-13,-27,-3,1971-02
-18,-25,-11,-20,-30,-12,1971-03
-9,-20,1,-3,-21,12,1971-04
-6,-12,-1,-6,-12,-1,1971-05
-18,-14,-23,-20,-14,-25,1971-06
-12,-12,-12,-9,-10,-7,1971-07
-3,-18,10,4,-16,23,1971-08
-1,-14,11,2,-6,11,1971-09
-6,-16,4,-1,-8,6,1971-10
-4,1,-9,-10,3,-22,1971-11
-8,-15,-2,-4,-9,1,1971-12
-24,-57,9,-28,-62,2,1972-01
-17,-52,18,-31,-64,1,1972-02
2,-1,4,-7,-3,-10,1972-03
-1,-12,10,-5,-24,14,1972-04
-3,-17,12,-2,-23,18,1972-05
4,-10,17,8,-16,30,1972-06
2,-6,11,6,-3,14,1972-07
18,-8,43,19,-7,43,1972-08
3,-28,35,6,-35,41,1972-09
9,-5,23,-3,-7,0,1972-10
3,-21,28,-4,-30,22,1972-11
18,-5,43,15,-12,42,1972-12
27,15,40,26,15,39,1973-01
30,43,17,32,53,15,1973-02
25,30,20,38,50,28,1973-03
25,17,34,36,31,40,1973-04
25,12,39,36,15,56,1973-05
15,16,16,29,27,31,1973-06
9,2,17,22,16,28,1973-07
2,1,3,6,10,4,1973-08
6,-8,20,12,-1,24,1973-09
12,-2,25,21,4,36,1973-10
6,-9,20,11,-6,27,1973-11
-6,-1,-12,-1,7,-7,1973-12
-15,-32,2,-6,-21,8,1974-01
-28,-38,-18,-23,-35,-14,1974-02
-5,2,-13,0,11,-11,1974-03
-10,-11,-9,-7,-2,-13,1974-04
-1,-18,16,3,-13,16,1974-05
-5,-19,8,2,-13,14,1974-06
-3,-13,6,-2,-12,8,1974-07
11,-11,33,13,-4,29,1974-08
-12,-17,-7,-15,-16,-14,1974-09
-7,-25,10,-7,-29,11,1974-10
-7,-24,9,-7,-18,4,1974-11
-9,-29,10,-3,-27,18,1974-12
7,10,3,7,11,3,1975-01
7,8,6,10,7,12,1975-02
13,13,13,14,13,13,1975-03
6,6,4,5,10,0,1975-04
16,0,31,27,5,47,1975-05
-2,-6,2,5,2,8,1975-06
-3,-8,2,7,4,11,1975-07
-20,-14,-25,-25,-4,-43,1975-08
-3,-8,1,-3,0,-4,1975-09
-9,-14,-5,-4,-4,-6,1975-10
-16,-29,-4,-6,-20,7,1975-11
-17,-22,-14,-22,-29,-15,1975-12
-1,7,-10,-1,18,-19,1976-01
-6,-11,-2,-8,-2,-14,1976-02
-21,-32,-11,-31,-36,-27,1976-03
-10,1,-21,-22,-7,-36,1976-04
-23,-27,-19,-23,-24,-21,1976-05
-15,-22,-8,-17,-19,-15,1976-06
-12,-30,5,-16,-26,-7,1976-07
-18,-24,-12,-23,-24,-22,1976-08
-9,-11,-7,-15,-12,-19,1976-09
-26,-50,-1,-36,-60,-14,1976-10
-6,-32,21,-16,-43,10,1976-11
9,-26,44,-2,-34,27,1976-12
18,-15,50,15,-16,44,1977-01
20,11,30,23,19,28,1977-02
25,26,24,31,40,24,1977-03
27,27,26,31,40,24,1977-04
30,22,37,30,24,36,1977-05
25,20,29,32,30,33,1977-06
23,7,39,31,16,45,1977-07
19,2,35,29,7,49,1977-08
2,15,-10,-8,18,-33,1977-09
4,-2,11,0,-3,4,1977-10
20,27,12,25,36,15,1977-11
5,3,7,15,15,14,1977-12
8,14,2,14,18,11,1978-01
14,14,14,20,8,32,1978-02
20,21,20,28,29,27,1978-03
15,6,25,27,12,40,1978-04
7,-8,22,21,2,37,1978-05
-3,-14,8,4,-8,15,1978-06
7,-7,20,19,-1,39,1978-07
-18,-13,-21,-14,-3,-23,1978-08
5,-1,10,15,3,26,1978-09
0,-5,4,4,-3,10,1978-10
16,18,15,15,20,11,1978-11
11,8,15,11,15,7,1978-12
14,3,25,18,5,27,1979-01
-9,-35,18,-10,-39,15,1979-02
19,16,21,26,29,23,1979-03
12,-17,42,20,-12,48,1979-04
5,0,11,9,9,11,1979-05
14,6,22,21,17,24,1979-06
3,4,2,4,13,-4,1979-07
14,3,25,13,7,20,1979-08
27,17,36,29,21,37,1979-09
25,21,30,27,36,20,1979-10
29,24,35,30,30,31,1979-11
47,52,41,52,67,40,1979-12
30,20,40,36,23,48,1980-01
42,43,41,46,46,45,1980-02
29,7,51,41,17,62,1980-03
32,13,50,44,23,62,1980-04
34,22,46,46,31,61,1980-05
16,18,15,21,28,16,1980-06
28,12,43,37,19,53,1980-07
24,9,38,31,10,50,1980-08
21,8,33,32,13,49,1980-09
19,15,24,24,23,24,1980-10
29,20,38,29,29,29,1980-11
21,7,33,18,3,32,1980-12
56,84,26,62,102,27,1981-01
41,62,20,57,87,28,1981-02
48,68,28,66,96,37,1981-03
31,38,25,51,60,42,1981-04
25,16,33,33,23,43,1981-05
31,29,31,38,41,35,1981-06
34,11,56,51,20,79,1981-07
34,18,49,53,32,73,1981-08
17,18,16,28,23,32,1981-09
13,25,2,11,25,-3,1981-10
21,38,5,22,47,0,1981-11
40,58,22,47,69,28,1981-12
9,-7,25,12,-16,37,1982-01
14,16,12,25,23,28,1982-02
-1,4,-7,-1,8,-9,1982-03
9,12,7,3,4,2,1982-04
16,7,24,25,2,47,1982-05
4,1,9,4,-3,10,1982-06
13,5,21,18,12,23,1982-07
8,-6,22,8,2,14,1982-08
15,8,22,9,14,3,1982-09
13,1,25,1,-3,4,1982-10
14,-12,41,13,-17,42,1982-11
42,37,48,41,38,47,1982-12
52,55,48,49,62,42,1983-01
40,36,43,41,42,42,1983-02
42,44,40,47,64,35,1983-03
30,8,53,41,20,61,1983-04
35,5,65,48,16,77,1983-05
17,12,24,28,23,33,1983-06
15,21,11,21,38,5,1983-07
30,25,35,46,43,49,1983-08
38,28,48,56,44,68,1983-09
14,11,18,34,25,43,1983-10
30,52,8,33,64,5,1983-11
17,13,20,18,18,20,1983-12
30,33,27,25,31,21,1984-01
17,7,28,17,10,25,1984-02
29,20,37,38,32,42,1984-03
8,-7,24,16,7,23,1984-04
33,23,44,47,34,59,1984-05
4,11,-2,5,29,-16,1984-06
16,9,24,19,24,16,1984-07
15,3,27,28,24,31,1984-08
19,-2,41,28,3,51,1984-09
15,7,23,23,19,26,1984-10
4,-12,21,12,-3,27,1984-11
-6,-42,31,4,-27,33,1984-12
21,8,35,32,15,48,1985-01
-7,-32,19,2,-22,26,1985-02
17,0,35,27,8,44,1985-03
11,-6,28,21,-1,42,1985-04
17,8,26,22,21,24,1985-05
17,4,29,27,8,45,1985-06
-1,-10,9,3,-2,8,1985-07
15,-2,31,36,12,58,1985-08
14,1,27,26,10,41,1985-09
11,1,21,14,13,14,1985-10
9,3,15,9,-2,20,1985-11
15,15,15,14,19,12,1985-12
29,35,23,39,51,29,1986-01
40,35,44,53,44,61,1986-02
29,24,33,40,35,46,1986-03
26,16,37,44,30,58,1986-04
26,19,34,34,26,43,1986-05
12,13,12,13,18,9,1986-06
13,-2,27,15,4,26,1986-07
12,4,21,21,13,29,1986-08
2,1,3,3,-1,5,1986-09
14,6,22,12,7,16,1986-10
11,1,21,13,4,21,1986-11
16,9,24,21,19,24,1986-12
36,29,43,44,37,51,1987-01
45,55,36,53,71,36,1987-02
17,1,32,25,15,35,1987-03
24,8,40,38,23,54,1987-04
26,23,29,30,26,35,1987-05
36,19,53,56,31,78,1987-06
46,28,63,60,46,72,1987-07
28,28,29,28,40,16,1987-08
39,43,37,36,52,21,1987-09
31,23,41,34,28,39,1987-10
24,9,42,30,12,46,1987-11
47,53,42,56,63,50,1987-12
56,59,53,67,71,64,1988-01
42,42,41,49,57,42,1988-02
49,47,51,62,64,62,1988-03
45,45,46,51,56,45,1988-04
44,42,46,62,62,62,1988-05
42,39,44,60,55,64,1988-06
35,40,30,45,50,40,1988-07
46,26,65,57,39,75,1988-08
41,28,54,56,38,73,1988-09
39,25,53,55,36,74,1988-10
13,5,20,18,8,29,1988-11
34,47,19,39,61,19,1988-12
15,10,20,26,21,31,1989-01
35,47,21,46,63,33,1989-02
36,43,27,45,57,35,1989-03
33,35,30,43,49,37,1989-04
16,22,11,19,32,8,1989-05
14,26,3,15,34,-1,1989-06
33,31,35,49,41,56,1989-07
35,27,42,52,36,66,1989-08
36,28,44,53,35,69,1989-09
32,27,37,44,34,51,1989-10
20,12,29,23,10,33,1989-11
37,37,37,40,34,45,1989-12
40,44,36,53,62,45,1990-01
41,50,31,42,51,35,1990-02
76,114,35,86,142,38,1990-03
54,66,42,65,82,50,1990-04
46,48,44,56,56,57,1990-05
38,49,27,47,68,29,1990-06
43,30,56,62,40,83,1990-07
30,36,24,43,54,32,1990-08
30,40,20,31,47,16,1990-09
42,46,39,52,53,51,1990-10
46,49,43,54,56,52,1990-11
42,38,46,48,44,51,1990-12
42,54,29,50,61,39,1991-01
50,52,49,61,60,63,1991-02
36,45,26,48,61,36,1991-03
52,54,50,73,68,77,1991-04
39,37,41,43,45,42,1991-05
54,44,64,69,55,83,1991-06
51,46,56,63,59,66,1991-07
42,34,48,56,46,65,1991-08
50,39,60,63,56,68,1991-09
32,31,33,35,42,30,1991-10
31,35,27,33,42,25,1991-11
33,21,44,33,32,34,1991-12
45,53,36,50,68,37,1992-01
42,47,36,42,62,27,1992-02
47,48,45,54,62,48,1992-03
24,9,39,24,17,30,1992-04
32,18,46,26,21,34,1992-05
24,4,44,29,6,50,1992-06
13,-8,34,8,-11,25,1992-07
9,-7,25,13,-1,26,1992-08
1,-19,21,-4,-19,10,1992-09
11,-13,35,9,-20,34,1992-10
4,-7,15,2,-8,12,1992-11
22,22,21,24,34,16,1992-12
37,41,32,39,45,35,1993-01
39,53,24,41,63,22,1993-02
35,39,31,33,50,19,1993-03
27,21,34,31,28,34,1993-04
26,30,23,27,39,17,1993-05
23,22,25,27,31,24,1993-06
28,12,43,39,22,54,1993-07
13,2,25,21,9,32,1993-08
11,-6,27,9,-5,21,1993-09
23,15,31,23,17,28,1993-10
7,-15,30,9,-19,34,1993-11
19,21,17,19,28,11,1993-12
30,36,24,39,43,36,1994-01
4,-2,10,8,4,12,1994-02
26,42,9,26,51,4,1994-03
41,47,34,54,65,44,1994-04
28,38,19,26,49,6,1994-05
42,42,41,56,56,56,1994-06
32,34,29,41,53,29,1994-07
23,31,16,26,43,11,1994-08
32,30,33,41,38,45,1994-09
42,53,31,41,60,24,1994-10
46,51,41,52,61,45,1994-11
36,33,39,44,45,44,1994-12
49,72,27,56,95,22,1995-01
77,115,39,89,145,42,1995-02
44,56,33,51,70,35,1995-03
47,72,21,58,93,27,1995-04
28,40,17,38,61,16,1995-05
44,47,41,51,64,39,1995-06
48,39,58,63,57,69,1995-07
48,55,41,57,74,44,1995-08
34,42,26,46,57,36,1995-09
48,61,35,67,87,48,1995-10
44,56,33,53,74,34,1995-11
29,31,27,40,40,38,1995-12
27,30,23,42,51,33,1996-01
49,58,40,60,78,43,1996-02
33,29,37,45,51,39,1996-03
37,21,54,50,34,66,1996-04
29,37,21,35,52,19,1996-05
26,25,28,33,36,31,1996-06
36,29,43,57,44,68,1996-07
48,18,77,75,26,121,1996-08
27,6,47,43,5,77,1996-09
20,5,35,33,11,53,1996-10
42,37,45,51,50,52,1996-11
41,39,42,53,62,47,1996-12
32,37,27,47,57,37,1997-01
37,55,18,55,85,27,1997-02
52,78,25,66,111,23,1997-03
37,52,22,39,63,18,1997-04
39,44,34,44,55,33,1997-05
55,50,59,68,54,81,1997-06
35,43,28,33,49,19,1997-07
42,46,39,45,57,34,1997-08
56,55,58,50,60,40,1997-09
64,68,61,60,69,51,1997-10
66,60,72,72,70,73,1997-11
59,53,67,69,66,73,1997-12
61,66,57,72,86,61,1998-01
89,106,73,120,142,102,1998-02
63,72,53,84,106,65,1998-03
64,89,39,83,126,44,1998-04
71,66,75,94,89,99,1998-05
78,74,82,105,97,111,1998-06
71,78,64,91,98,86,1998-07
68,74,62,85,90,81,1998-08
45,62,29,58,81,37,1998-09
